LogRooms, LogIncome, LogPeople, ElHeat, SheOnly, PeakHeat, CookEl, PoolFilt, AirRev, AirCond, MWave, Dish, Dryer, ElecCost
2.19722457733622,10.5713169251118,1.09861228866811,1,0,0,1,0,1,1,0,1,1,582
2.07944154167984,8.77955745588373,0,1,0,0,0,0,0,1,1,0,1,216
1.79175946922805,9.87816974455184,1.09861228866811,0,0,0,1,0,0,0,0,0,0,153
2.30258509299405,9.568014816248,0,1,0,0,1,0,0,0,0,0,0,640
1.79175946922805,9.04192172035122,0.693147180559945,0,0,0,1,0,1,1,0,0,0,357
2.19722457733622,10.4282160814711,0.693147180559945,1,0,0,1,0,0,0,0,1,1,334
1.79175946922805,10.4282160814711,0.693147180559945,0,0,0,0,1,1,1,1,0,1,358
1.6094379124341,9.73506890091116,0.693147180559945,1,0,1,1,0,0,0,0,0,0,686
1.94591014905531,9.18502256399189,0.693147180559945,0,1,0,1,0,1,1,0,0,0,498
1.6094379124341,9.73506890091116,1.09861228866811,1,0,0,0,0,0,1,1,0,1,375
1.79175946922805,8.77955745588373,0,1,0,0,0,0,0,0,0,0,0,203
1.79175946922805,9.568014816248,1.09861228866811,0,1,0,1,0,1,1,0,0,1,630
1.94591014905531,9.04192172035122,0.693147180559945,0,0,0,0,0,0,0,0,0,1,174
1.6094379124341,8.77955745588373,1.09861228866811,1,0,0,0,0,0,0,1,0,1,172
1.6094379124341,9.568014816248,0.693147180559945,0,0,0,0,0,0,1,0,0,0,237
1.79175946922805,10.5713169251118,0.693147180559945,1,0,0,1,0,0,1,1,0,1,298
1.79175946922805,10.5713169251118,0.693147180559945,0,0,0,0,1,0,1,1,0,0,217
1.94591014905531,9.73506890091116,1.38629436111989,0,0,0,1,1,0,0,1,0,1,240
2.07944154167984,10.5713169251118,0.693147180559945,0,1,0,1,1,1,1,1,1,1,453
1.79175946922805,9.87816974455184,0.693147180559945,0,1,0,1,0,0,0,0,0,0,218
1.79175946922805,9.04192172035122,0,0,1,0,1,0,0,1,1,0,0,164
1.79175946922805,9.36734412078585,1.6094379124341,0,0,0,0,1,0,1,1,0,1,411
1.79175946922805,9.04192172035122,0.693147180559945,1,0,1,1,0,1,1,0,0,0,437
1.94591014905531,9.36734412078585,0.693147180559945,0,0,0,0,0,0,1,0,0,1,131
1.94591014905531,9.04192172035122,0.693147180559945,0,1,0,0,0,0,0,0,0,0,240
1.6094379124341,9.04192172035122,0.693147180559945,1,0,0,0,0,0,0,0,0,0,223
2.07944154167984,10.3056137593788,1.09861228866811,0,1,0,1,0,0,0,1,0,1,571
1.79175946922805,10.4282160814711,1.09861228866811,0,1,0,1,0,0,0,1,0,1,441
2.19722457733622,9.87816974455184,0.693147180559945,1,0,0,0,0,0,0,0,0,0,273
1.79175946922805,9.04192172035122,0.693147180559945,1,0,0,0,0,0,0,0,0,0,475
1.94591014905531,9.36734412078585,0,0,0,0,1,0,0,0,1,0,0,204
1.94591014905531,10.3056137593788,1.09861228866811,0,1,0,1,0,0,1,0,1,0,251
1.94591014905531,9.18502256399189,1.6094379124341,1,0,0,1,0,0,1,0,0,0,675
2.07944154167984,10.1145585226161,1.79175946922805,0,1,0,0,0,1,1,0,0,1,405
1.94591014905531,10.4282160814711,1.09861228866811,0,0,0,0,0,0,1,0,0,0,149
2.07944154167984,9.73506890091116,1.09861228866811,0,1,0,0,0,0,1,0,0,1,475
1.79175946922805,8.26873183211774,0,0,0,0,1,0,0,0,0,0,0,230
1.79175946922805,9.18502256399189,0,1,0,0,0,0,0,0,0,0,0,186
1.94591014905531,10.6964800680658,0.693147180559945,0,1,0,0,0,0,1,0,0,1,629
1.79175946922805,9.04192172035122,0.693147180559945,0,0,0,0,0,0,0,0,0,1,226
1.79175946922805,8.77955745588373,1.38629436111989,1,0,0,0,0,0,1,0,0,1,129
1.38629436111989,9.568014816248,0,1,0,0,0,0,0,1,0,0,0,203
1.94591014905531,8.77955745588373,0,0,1,0,1,0,0,0,0,0,1,185
1.94591014905531,9.73506890091116,1.38629436111989,0,0,0,1,0,0,0,0,0,1,182
1.94591014905531,9.87816974455184,1.38629436111989,1,0,0,1,0,1,1,0,0,0,357
2.30258509299405,8.26873183211774,0,1,0,0,1,0,1,1,1,1,1,560
1.79175946922805,9.18502256399189,0.693147180559945,1,0,0,1,0,1,1,0,0,1,303
1.79175946922805,9.18502256399189,0,1,0,0,1,0,1,1,0,0,1,97
2.19722457733622,10.5713169251118,1.38629436111989,0,0,0,1,1,0,1,0,0,1,259
1.79175946922805,10.4282160814711,0.693147180559945,0,1,0,1,0,0,0,0,0,1,369
1.94591014905531,8.77955745588373,0.693147180559945,0,1,0,1,0,0,0,0,0,1,299
1.94591014905531,9.04192172035122,1.09861228866811,0,1,0,0,0,1,1,0,0,0,564
1.6094379124341,9.568014816248,1.6094379124341,0,0,0,1,0,0,0,1,0,1,284
1.79175946922805,8.26873183211774,0,0,0,1,1,0,0,0,0,0,0,296
1.79175946922805,10.2146419811731,0.693147180559945,0,0,0,1,0,0,1,0,0,0,353
1.79175946922805,8.26873183211774,0,0,0,0,0,0,0,0,0,0,0,96
1.94591014905531,10.1145585226161,1.09861228866811,0,1,0,0,0,1,1,0,0,0,332
1.94591014905531,9.18502256399189,0,1,0,0,1,0,0,0,0,0,0,356
1.79175946922805,9.87816974455184,1.38629436111989,1,0,0,1,0,0,0,0,0,1,738
1.79175946922805,10.807705703176,0.693147180559945,0,0,0,0,1,0,1,1,0,1,234
1.94591014905531,9.73506890091116,1.09861228866811,1,0,0,1,1,1,1,0,0,1,304
1.79175946922805,9.73506890091116,1.38629436111989,0,0,0,1,0,1,1,0,0,0,339
1.6094379124341,9.73506890091116,0.693147180559945,1,0,0,1,0,1,1,0,0,0,365
1.79175946922805,9.36734412078585,0.693147180559945,1,0,0,1,0,0,0,0,0,0,310
2.19722457733622,9.18502256399189,1.09861228866811,0,1,0,0,0,0,1,1,0,1,253
1.94591014905531,9.568014816248,0,1,0,0,1,0,0,1,0,0,0,290
1.94591014905531,8.77955745588373,0,1,0,1,1,0,1,1,0,0,0,474
1.94591014905531,8.26873183211774,0,1,0,0,0,0,0,1,0,0,0,151
1.94591014905531,10.4282160814711,1.6094379124341,0,1,0,0,0,0,0,0,0,1,333
1.94591014905531,8.77955745588373,0.693147180559945,0,1,0,0,0,0,0,0,0,0,149
2.19722457733622,10.807705703176,0.693147180559945,0,1,0,1,0,1,1,1,1,1,513
2.07944154167984,10.1145585226161,1.38629436111989,0,1,0,1,0,0,0,1,0,1,353
1.94591014905531,8.26873183211774,0,1,0,0,1,0,1,1,0,0,1,373
1.79175946922805,10.3056137593788,1.6094379124341,0,0,0,1,0,1,1,0,1,1,450
1.79175946922805,9.73506890091116,0.693147180559945,0,1,0,0,0,0,0,0,0,0,89
1.94591014905531,9.04192172035122,0,0,1,0,1,0,1,1,1,0,1,379
1.79175946922805,9.04192172035122,0.693147180559945,1,0,0,0,0,0,1,1,0,0,320
1.94591014905531,9.73506890091116,1.38629436111989,0,0,0,0,1,0,1,0,1,1,497
1.6094379124341,9.04192172035122,0,1,0,0,1,0,1,1,1,0,1,215
1.94591014905531,10.2146419811731,1.09861228866811,0,0,0,1,0,1,1,1,0,0,441
1.94591014905531,11.0020998412042,0.693147180559945,0,0,0,0,1,1,1,0,1,1,390
2.30258509299405,10.1145585226161,1.6094379124341,0,0,0,1,1,1,1,1,0,1,474
1.79175946922805,10.1145585226161,1.6094379124341,1,0,0,0,0,1,1,0,0,0,317
1.6094379124341,9.04192172035122,0.693147180559945,0,1,0,0,0,1,1,0,0,0,151
1.79175946922805,9.568014816248,0.693147180559945,0,0,0,1,0,1,1,0,0,1,492
1.79175946922805,9.04192172035122,0,0,0,0,1,0,1,1,0,0,0,305
1.79175946922805,8.77955745588373,0,0,1,0,0,0,0,1,0,0,0,131
1.94591014905531,8.26873183211774,0.693147180559945,0,1,0,0,0,1,1,0,0,1,130
2.07944154167984,10.3056137593788,1.38629436111989,0,1,0,0,0,0,0,0,0,0,337
1.79175946922805,9.04192172035122,0.693147180559945,0,1,1,1,0,0,1,0,0,0,427
1.94591014905531,10.1145585226161,1.09861228866811,0,1,0,1,0,1,1,0,1,1,328
1.79175946922805,8.77955745588373,0,1,0,0,0,0,0,0,0,0,0,226
2.19722457733622,9.73506890091116,1.38629436111989,0,0,0,0,0,1,1,1,1,1,653
2.07944154167984,9.36734412078585,0.693147180559945,0,1,0,1,0,1,1,0,0,0,256
1.79175946922805,10.5713169251118,0.693147180559945,1,0,0,0,0,0,0,0,0,0,259
1.94591014905531,10.1145585226161,1.09861228866811,0,1,0,0,0,0,0,0,0,1,242
1.79175946922805,8.77955745588373,0,1,0,1,0,0,0,0,1,0,0,428
1.94591014905531,10.5713169251118,0.693147180559945,0,1,0,0,1,0,0,1,0,1,625
1.6094379124341,8.26873183211774,0,1,0,0,1,0,0,0,0,0,0,190
2.30258509299405,10.4282160814711,1.09861228866811,0,1,1,1,1,1,1,1,1,1,1240
1.79175946922805,9.87816974455184,0.693147180559945,0,1,0,1,0,1,1,1,0,1,271
1.6094379124341,8.77955745588373,1.09861228866811,0,0,0,0,0,1,1,0,0,1,395
1.6094379124341,10.6964800680658,0.693147180559945,1,0,1,1,0,1,1,0,0,0,630
2.07944154167984,9.36734412078585,0.693147180559945,0,1,0,0,0,1,1,0,0,0,289
1.6094379124341,9.87816974455184,0,1,0,1,1,0,0,1,0,0,0,374
2.19722457733622,9.568014816248,1.38629436111989,0,0,0,1,0,1,1,1,0,1,269
1.94591014905531,9.18502256399189,0.693147180559945,0,1,0,0,0,0,0,0,0,0,285
1.79175946922805,11.0020998412042,0.693147180559945,0,1,0,0,0,0,0,0,0,0,271
1.79175946922805,9.568014816248,0.693147180559945,1,0,0,1,0,0,0,1,0,1,312
1.79175946922805,9.568014816248,1.09861228866811,0,1,0,1,0,1,1,0,0,0,496
1.94591014905531,9.18502256399189,0.693147180559945,0,1,0,1,0,0,1,1,1,0,252
1.94591014905531,10.4282160814711,1.09861228866811,1,0,0,0,0,1,1,0,0,1,426
1.94591014905531,10.1145585226161,1.6094379124341,0,0,0,1,0,1,1,0,0,1,883
1.94591014905531,9.73506890091116,0.693147180559945,1,0,1,1,0,0,0,0,0,0,583
1.79175946922805,9.18502256399189,0.693147180559945,0,1,0,0,0,0,1,0,0,1,190
1.79175946922805,11.0020998412042,0.693147180559945,0,0,0,1,0,0,0,1,0,1,479
2.07944154167984,9.04192172035122,0.693147180559945,0,1,0,0,0,1,1,0,0,0,261
2.07944154167984,10.3056137593788,1.38629436111989,0,0,0,0,0,0,1,0,1,1,715
1.79175946922805,8.77955745588373,1.09861228866811,0,0,0,1,0,0,0,1,0,0,520
1.94591014905531,10.2146419811731,0.693147180559945,0,1,0,1,0,1,1,0,0,0,481
1.6094379124341,9.36734412078585,1.38629436111989,0,1,0,1,0,0,0,0,0,1,402
2.07944154167984,10.4282160814711,0.693147180559945,0,1,0,1,0,0,0,0,0,1,349
1.79175946922805,10.0033328875058,1.38629436111989,1,0,0,1,1,0,0,1,0,1,476
1.94591014905531,9.04192172035122,0.693147180559945,0,1,0,0,0,0,1,0,0,0,293
1.6094379124341,8.26873183211774,0,1,0,0,0,0,0,0,0,0,0,165
1.79175946922805,10.6964800680658,1.09861228866811,0,1,0,0,1,0,0,0,1,0,386
1.79175946922805,9.568014816248,1.09861228866811,0,1,1,1,0,0,0,0,0,1,633
2.19722457733622,10.6964800680658,1.09861228866811,0,0,1,1,0,0,1,0,0,1,498
1.6094379124341,10.807705703176,1.38629436111989,0,0,0,1,0,0,0,1,0,1,463
1.79175946922805,10.1145585226161,0.693147180559945,1,0,0,1,0,0,1,1,0,0,631
2.19722457733622,8.77955745588373,0.693147180559945,1,0,0,1,0,1,1,0,0,0,59
1.79175946922805,8.26873183211774,0.693147180559945,1,0,1,1,0,0,1,0,0,0,397
2.30258509299405,10.5713169251118,1.38629436111989,0,1,0,0,1,1,1,1,1,1,718
2.30258509299405,9.73506890091116,1.38629436111989,1,0,0,1,1,0,1,1,1,1,309
2.07944154167984,9.04192172035122,0,1,0,0,1,0,0,0,0,0,0,415
1.94591014905531,10.1145585226161,1.09861228866811,0,1,0,1,0,1,1,0,0,0,478
1.94591014905531,10.4282160814711,0.693147180559945,0,1,0,1,0,1,1,0,0,0,385
2.07944154167984,8.77955745588373,0,0,0,0,0,1,0,1,0,0,0,264
1.38629436111989,9.568014816248,0,0,1,0,0,0,0,1,1,0,0,102
1.94591014905531,10.0033328875058,0.693147180559945,0,1,0,1,0,1,1,1,0,0,503
1.94591014905531,9.73506890091116,1.6094379124341,0,1,0,1,1,0,0,0,1,1,498
2.19722457733622,9.36734412078585,0.693147180559945,0,1,0,1,0,1,1,0,0,1,635
2.19722457733622,10.0033328875058,1.38629436111989,0,1,0,1,0,1,1,1,1,1,794
2.19722457733622,10.3056137593788,1.38629436111989,0,0,0,0,1,0,1,0,0,1,393
1.79175946922805,10.4282160814711,1.79175946922805,0,1,0,1,1,0,1,1,0,1,592
1.94591014905531,10.3056137593788,0.693147180559945,0,1,0,1,0,1,1,1,0,1,334
1.94591014905531,9.73506890091116,1.09861228866811,0,1,0,1,1,1,1,1,0,1,490
1.94591014905531,9.87816974455184,0,1,0,0,0,0,0,0,0,0,0,162
1.79175946922805,10.0033328875058,1.38629436111989,0,1,0,1,0,1,1,0,0,0,262
1.6094379124341,10.1145585226161,0,0,1,1,1,0,0,1,0,0,0,407
1.94591014905531,8.77955745588373,0.693147180559945,0,1,0,1,0,0,1,0,0,1,390
2.30258509299405,11.0020998412042,1.38629436111989,0,1,0,1,1,1,1,1,1,0,615
2.07944154167984,10.2146419811731,1.09861228866811,0,0,0,1,0,1,1,1,0,1,427
1.79175946922805,9.87816974455184,1.09861228866811,0,0,0,1,0,1,1,1,0,1,427
1.94591014905531,10.5713169251118,0.693147180559945,0,1,0,1,0,1,1,1,0,0,261
1.38629436111989,8.26873183211774,0,1,0,0,1,0,0,1,0,0,0,250
2.07944154167984,9.04192172035122,0.693147180559945,0,0,0,0,0,0,1,0,0,0,484
1.79175946922805,9.73506890091116,1.38629436111989,0,1,0,1,0,1,1,0,1,1,462
1.79175946922805,8.77955745588373,0.693147180559945,0,1,0,1,0,0,0,1,0,0,204
1.94591014905531,10.5713169251118,1.09861228866811,0,0,0,0,0,0,1,0,0,0,222
1.79175946922805,10.4282160814711,0.693147180559945,0,0,0,0,0,0,0,0,0,1,347
1.94591014905531,8.77955745588373,1.09861228866811,0,0,0,1,0,0,1,1,0,1,309
1.79175946922805,9.87816974455184,0.693147180559945,0,1,0,1,1,1,1,0,0,1,419
2.07944154167984,10.3056137593788,0.693147180559945,0,1,0,1,0,1,1,1,0,1,354
1.38629436111989,8.26873183211774,0,1,0,0,1,0,1,1,1,0,0,170
1.94591014905531,9.73506890091116,0.693147180559945,0,1,0,1,1,1,1,0,1,1,391
1.79175946922805,9.04192172035122,1.09861228866811,1,0,0,1,0,0,0,1,0,1,354
1.94591014905531,10.0033328875058,1.6094379124341,0,1,0,0,0,0,0,0,0,1,310
2.07944154167984,9.568014816248,1.38629436111989,0,0,0,1,1,0,1,0,0,1,367
1.79175946922805,9.18502256399189,0.693147180559945,1,0,0,0,0,1,1,0,0,1,207
1.6094379124341,9.73506890091116,1.38629436111989,0,0,0,1,0,1,1,1,0,0,700
1.6094379124341,8.77955745588373,0,0,1,0,0,0,0,1,0,0,0,78
2.19722457733622,10.6964800680658,1.38629436111989,0,1,0,0,0,1,1,0,1,1,536
1.79175946922805,9.568014816248,1.6094379124341,0,1,0,1,0,0,0,0,0,1,355
2.07944154167984,10.4282160814711,1.09861228866811,0,1,0,0,0,1,1,0,0,1,650
1.79175946922805,9.18502256399189,0.693147180559945,1,0,0,0,0,1,1,0,0,0,160
2.19722457733622,9.73506890091116,1.38629436111989,0,1,0,1,0,1,1,0,0,1,743
2.30258509299405,9.87816974455184,1.6094379124341,0,1,0,1,0,0,1,0,0,0,318
1.94591014905531,10.6964800680658,1.38629436111989,1,0,0,0,0,0,1,0,0,1,644
1.94591014905531,9.568014816248,0.693147180559945,0,1,0,1,0,1,1,0,0,0,622
2.07944154167984,9.73506890091116,1.09861228866811,0,0,0,1,0,1,1,0,0,1,737
1.79175946922805,8.77955745588373,0.693147180559945,0,0,0,0,0,0,1,0,0,0,230
1.79175946922805,9.36734412078585,0.693147180559945,0,1,0,1,0,0,1,0,0,1,252
1.94591014905531,9.73506890091116,0.693147180559945,0,1,0,0,0,0,0,0,0,0,183
2.07944154167984,9.36734412078585,0.693147180559945,0,1,0,1,0,1,1,0,0,0,512
1.79175946922805,10.2146419811731,0,1,0,0,1,0,1,1,0,0,0,236
1.94591014905531,9.04192172035122,0,1,0,0,1,0,0,1,0,0,0,187
1.6094379124341,9.18502256399189,0.693147180559945,0,1,1,1,0,1,1,1,0,1,506
2.07944154167984,11.0020998412042,0,1,0,0,1,0,0,0,0,0,0,235
1.6094379124341,9.04192172035122,0.693147180559945,1,0,0,0,0,0,1,0,0,0,323
1.79175946922805,9.87816974455184,0,1,0,0,1,0,1,1,0,0,0,182
1.94591014905531,10.2146419811731,0.693147180559945,0,1,0,1,0,1,1,1,1,0,800
1.79175946922805,9.73506890091116,0.693147180559945,0,1,0,1,0,0,1,0,0,0,202
1.94591014905531,10.2146419811731,0,1,0,0,0,0,1,1,1,0,0,321
1.94591014905531,8.77955745588373,0,0,1,1,1,0,0,1,0,0,0,292
1.94591014905531,9.73506890091116,1.6094379124341,0,1,0,1,1,1,1,1,0,0,660
1.94591014905531,10.0033328875058,1.09861228866811,0,1,0,1,0,0,0,1,0,0,326
1.6094379124341,9.04192172035122,0,0,0,0,0,0,0,0,0,0,0,123
1.94591014905531,9.73506890091116,0.693147180559945,0,1,0,1,0,0,1,0,0,0,333
1.94591014905531,9.87816974455184,0,0,0,0,1,0,0,0,0,0,0,217
2.07944154167984,10.4282160814711,1.09861228866811,0,0,0,0,0,0,1,1,0,1,301
1.6094379124341,10.4282160814711,0.693147180559945,1,0,0,0,0,0,0,1,0,0,176
1.6094379124341,9.73506890091116,0,1,0,0,0,0,0,0,0,0,0,200
1.6094379124341,9.18502256399189,0.693147180559945,0,1,0,1,0,0,0,1,0,1,501
1.79175946922805,9.568014816248,1.09861228866811,1,0,0,1,0,0,1,0,0,0,502
1.94591014905531,9.87816974455184,1.38629436111989,0,1,0,1,0,0,0,1,0,1,459
1.94591014905531,9.568014816248,0.693147180559945,0,0,0,0,0,1,1,0,0,0,231
1.79175946922805,10.2146419811731,1.09861228866811,0,1,0,0,0,1,1,0,0,1,314
1.38629436111989,9.36734412078585,0,1,0,0,0,0,0,0,0,0,0,185
2.19722457733622,9.36734412078585,1.09861228866811,0,1,0,1,0,1,1,0,1,1,469
1.79175946922805,9.87816974455184,1.38629436111989,0,0,0,0,0,0,0,0,0,0,318
1.79175946922805,9.568014816248,0,1,0,0,1,0,1,1,1,0,0,222
1.79175946922805,10.2146419811731,0,1,0,0,0,0,0,0,0,0,0,238
2.07944154167984,10.4282160814711,1.38629436111989,0,0,0,1,0,0,1,0,0,1,547
2.07944154167984,10.2146419811731,1.09861228866811,0,1,0,1,0,0,0,1,0,0,405
1.94591014905531,8.77955745588373,0.693147180559945,0,0,0,0,0,0,0,0,0,0,230
1.6094379124341,9.18502256399189,0,0,1,0,0,0,0,0,1,0,0,229
1.94591014905531,9.87816974455184,1.6094379124341,0,0,1,1,0,1,1,0,1,1,117
1.94591014905531,9.73506890091116,0.693147180559945,0,1,0,1,0,0,0,0,0,0,193
1.94591014905531,9.568014816248,1.09861228866811,1,0,1,1,0,0,0,0,0,0,529
1.94591014905531,10.0033328875058,0.693147180559945,0,1,0,0,0,0,0,0,0,0,229
1.79175946922805,9.18502256399189,0.693147180559945,0,0,0,1,0,0,0,0,0,0,226
2.07944154167984,10.1145585226161,1.6094379124341,0,0,0,1,0,0,1,1,1,1,551
1.38629436111989,8.26873183211774,0,0,1,0,0,0,0,0,0,0,0,104
1.79175946922805,10.1145585226161,0.693147180559945,0,1,0,0,0,1,1,0,0,1,171
1.79175946922805,8.77955745588373,0,0,1,0,1,0,1,1,0,0,0,343
1.94591014905531,9.18502256399189,0.693147180559945,1,0,0,1,0,1,1,0,0,0,270
1.94591014905531,8.26873183211774,0,0,1,0,1,0,0,0,0,0,1,314
1.94591014905531,9.568014816248,1.38629436111989,0,1,0,0,0,0,0,0,0,1,293
1.38629436111989,9.36734412078585,0,0,0,0,1,0,0,0,0,0,0,228
1.94591014905531,10.5713169251118,1.38629436111989,0,1,0,1,1,1,1,1,0,1,616
1.94591014905531,8.26873183211774,1.09861228866811,0,0,0,0,1,0,0,1,0,0,385
2.07944154167984,10.0033328875058,1.38629436111989,0,0,0,0,0,0,1,1,0,1,540
1.38629436111989,8.77955745588373,1.09861228866811,0,0,1,1,0,0,0,0,0,0,244
1.6094379124341,9.73506890091116,0.693147180559945,0,1,1,1,0,0,0,0,0,0,488
2.07944154167984,9.18502256399189,0.693147180559945,0,1,0,1,0,1,1,0,0,0,376
1.79175946922805,9.04192172035122,1.09861228866811,0,1,0,1,0,0,0,0,0,0,355
1.94591014905531,10.4282160814711,1.38629436111989,1,0,0,1,0,0,0,0,0,0,420
1.79175946922805,9.18502256399189,1.38629436111989,1,0,0,0,0,0,1,0,0,0,303
1.94591014905531,9.18502256399189,1.09861228866811,0,0,0,0,0,0,0,1,1,1,281
2.07944154167984,10.0033328875058,1.09861228866811,0,1,0,1,0,0,1,1,0,1,478
1.6094379124341,11.0020998412042,0,1,0,0,1,0,0,0,0,0,0,302
2.07944154167984,10.4282160814711,0.693147180559945,0,1,0,1,0,0,0,0,0,0,273
1.38629436111989,8.77955745588373,0.693147180559945,1,0,1,1,0,0,1,1,0,1,222
1.79175946922805,9.04192172035122,1.38629436111989,1,0,0,0,0,0,0,0,0,0,306
2.07944154167984,11.0020998412042,1.09861228866811,0,1,0,1,1,0,1,1,0,1,368
1.6094379124341,8.26873183211774,0,1,0,0,1,0,0,0,0,0,0,75
1.94591014905531,9.18502256399189,1.09861228866811,0,0,0,1,0,0,1,1,0,0,363
1.79175946922805,8.77955745588373,0.693147180559945,1,0,0,1,0,1,1,0,0,1,312
2.30258509299405,9.36734412078585,1.09861228866811,0,1,0,1,0,0,1,1,0,1,334
1.6094379124341,8.26873183211774,0.693147180559945,0,1,0,1,0,0,0,0,0,0,300
1.79175946922805,10.0033328875058,1.38629436111989,0,1,1,1,0,0,1,0,0,0,595
1.79175946922805,10.807705703176,0.693147180559945,1,0,0,1,0,1,1,0,0,0,359
1.79175946922805,8.26873183211774,0,1,0,0,1,0,0,0,0,0,0,176
1.6094379124341,9.04192172035122,0.693147180559945,0,1,0,1,0,1,1,1,0,1,179
1.6094379124341,8.77955745588373,0,1,0,0,1,0,0,1,0,0,0,270
1.79175946922805,9.36734412078585,1.09861228866811,1,0,0,1,0,0,0,0,0,0,279
1.6094379124341,8.26873183211774,0,0,0,0,0,0,0,1,1,0,1,186
1.79175946922805,10.5713169251118,1.38629436111989,0,1,0,1,0,1,1,1,0,1,672
1.79175946922805,9.87816974455184,1.09861228866811,1,0,0,1,0,0,1,1,0,1,559
1.79175946922805,10.3056137593788,1.38629436111989,0,1,1,1,0,0,0,1,0,1,1178
1.79175946922805,9.73506890091116,0.693147180559945,1,0,0,1,0,0,1,0,0,1,318
1.79175946922805,9.04192172035122,0.693147180559945,0,1,0,1,0,1,1,0,0,0,301
1.79175946922805,10.1145585226161,0.693147180559945,0,1,0,1,0,0,1,1,0,0,278
1.94591014905531,10.0033328875058,0.693147180559945,0,1,0,1,0,1,1,1,1,1,714
2.30258509299405,10.6964800680658,1.09861228866811,0,1,0,1,1,1,1,0,1,1,816
2.30258509299405,11.0020998412042,1.38629436111989,1,0,0,1,1,0,0,0,1,1,561
2.07944154167984,11.0020998412042,1.38629436111989,1,0,1,1,1,0,0,0,1,1,1804
1.79175946922805,9.04192172035122,1.09861228866811,1,0,1,0,0,0,1,0,0,0,813
2.07944154167984,10.3056137593788,0.693147180559945,0,1,0,1,0,0,1,0,0,1,375
2.30258509299405,11.0020998412042,0.693147180559945,0,0,0,1,0,1,1,0,1,0,553
1.94591014905531,10.3056137593788,1.09861228866811,0,1,0,0,0,1,1,0,0,0,403
2.30258509299405,9.87816974455184,0.693147180559945,0,1,0,1,1,1,1,1,1,0,567
1.6094379124341,9.18502256399189,1.6094379124341,1,0,0,1,0,0,0,0,0,1,504
1.79175946922805,8.26873183211774,0,0,1,0,0,0,0,1,0,0,0,86
1.94591014905531,9.04192172035122,1.09861228866811,1,0,0,0,1,1,1,1,0,1,261
1.79175946922805,9.36734412078585,0.693147180559945,0,1,0,0,0,0,1,0,1,0,327
1.94591014905531,9.04192172035122,1.6094379124341,1,0,0,1,0,1,1,0,0,1,557
1.79175946922805,10.3056137593788,1.09861228866811,0,1,0,1,1,1,1,1,0,0,457
1.94591014905531,8.26873183211774,0,0,1,1,1,0,0,0,0,0,0,161
1.79175946922805,10.0033328875058,0.693147180559945,1,0,0,1,0,0,1,0,0,0,406
1.38629436111989,8.26873183211774,0,1,0,0,1,0,1,1,0,0,1,216
2.07944154167984,9.568014816248,0.693147180559945,0,1,0,1,0,0,0,0,0,1,307
2.07944154167984,9.36734412078585,0.693147180559945,1,0,0,1,0,1,1,0,0,0,128
2.19722457733622,9.04192172035122,0.693147180559945,1,0,1,1,0,0,1,0,0,0,223
2.07944154167984,10.5713169251118,0.693147180559945,0,1,0,0,0,0,0,1,0,0,203
2.07944154167984,10.3056137593788,1.38629436111989,0,1,0,1,1,1,1,0,1,1,645
2.30258509299405,10.3056137593788,1.6094379124341,0,0,1,1,1,1,1,0,1,1,1348
1.94591014905531,9.36734412078585,1.09861228866811,1,0,1,0,0,0,0,0,0,0,386
2.07944154167984,10.3056137593788,1.38629436111989,0,0,0,1,0,1,1,0,0,0,947
2.07944154167984,10.0033328875058,0.693147180559945,1,0,0,1,0,1,1,1,0,0,664
1.79175946922805,10.0033328875058,1.38629436111989,0,0,0,1,0,1,1,0,0,0,894
1.79175946922805,8.77955745588373,1.6094379124341,1,0,0,0,0,0,0,0,0,0,386
2.07944154167984,10.2146419811731,1.09861228866811,0,1,0,1,0,0,0,1,1,1,304
1.79175946922805,10.0033328875058,1.09861228866811,0,1,0,0,0,0,0,0,0,1,527
1.94591014905531,9.568014816248,0,0,1,0,0,0,1,1,0,0,1,282
1.79175946922805,8.77955745588373,1.38629436111989,0,0,0,0,0,1,1,0,0,1,399
1.94591014905531,9.04192172035122,1.09861228866811,0,1,1,1,0,0,1,0,0,1,599
1.94591014905531,9.568014816248,0.693147180559945,1,0,0,1,0,0,0,0,0,0,286
1.6094379124341,8.26873183211774,0,0,0,0,1,0,0,0,0,0,0,226
2.30258509299405,10.1145585226161,1.6094379124341,0,1,0,1,1,1,1,1,1,1,574
2.30258509299405,11.0020998412042,1.09861228866811,1,0,1,1,0,0,0,0,0,0,708
1.79175946922805,10.0033328875058,0.693147180559945,0,0,0,0,0,0,1,0,0,1,564
2.07944154167984,10.1145585226161,1.38629436111989,0,1,0,0,0,1,1,1,1,1,451
2.07944154167984,10.807705703176,1.38629436111989,0,1,1,0,1,1,1,0,1,1,664
1.79175946922805,9.36734412078585,1.38629436111989,0,0,0,0,0,1,1,1,0,1,394
1.94591014905531,9.36734412078585,0.693147180559945,0,0,1,1,0,0,0,1,0,0,526
1.94591014905531,10.0033328875058,0.693147180559945,0,1,0,0,0,0,1,0,0,1,422
1.79175946922805,8.26873183211774,0,0,0,0,0,0,0,0,0,0,0,177
1.6094379124341,10.2146419811731,0.693147180559945,0,1,0,0,0,0,1,0,0,0,293
1.79175946922805,9.18502256399189,0,0,1,0,0,0,0,1,1,0,1,221
